system,coverage,selective_error
fixed::lettuce_v2,0.9400000000000001,0.4087442472057857
fixed::lettuce_v2,0.9600000000000001,0.4072738976504667
fixed::lettuce_v2,0.98,0.4101545253863135
fixed::lettuce_v2,1.0,0.41384425216316434
fixed::granite_guardian_3_1_2b,0.02,0.012307692307692264
fixed::granite_guardian_3_1_2b,0.04,0.007751937984496138
fixed::granite_guardian_3_1_2b,0.06,0.009278350515463885
fixed::granite_guardian_3_1_2b,0.08,0.007335907335907321
fixed::granite_guardian_3_1_2b,0.1,0.006790123456790154
fixed::granite_guardian_3_1_2b,0.12000000000000001,0.006185567010309256
fixed::granite_guardian_3_1_2b,0.13999999999999999,0.016777041942604855
fixed::granite_guardian_3_1_2b,0.16,0.03880308880308879
fixed::granite_guardian_3_1_2b,0.18,0.05824742268041237
fixed::granite_guardian_3_1_2b,0.19999999999999998,0.07913446676970634
fixed::granite_guardian_3_1_2b,0.22,0.09213483146067417
fixed::granite_guardian_3_1_2b,0.24,0.11235521235521237
fixed::granite_guardian_3_1_2b,0.26,0.12306777645659928
fixed::granite_guardian_3_1_2b,0.28,0.13929359823399562
fixed::granite_guardian_3_1_2b,0.30000000000000004,0.15314109165808443
fixed::granite_guardian_3_1_2b,0.32,0.16476833976833977
fixed::granite_guardian_3_1_2b,0.34,0.17263636363636362
fixed::granite_guardian_3_1_2b,0.36000000000000004,0.17802575107296137
fixed::granite_guardian_3_1_2b,0.38,0.1836585365853658
fixed::granite_guardian_3_1_2b,0.4,0.1880216383307573
fixed::granite_guardian_3_1_2b,0.42000000000000004,0.1905813097866078
fixed::granite_guardian_3_1_2b,0.44,0.19199438202247188
fixed::granite_guardian_3_1_2b,0.46,0.1921423774345198
fixed::granite_guardian_3_1_2b,0.48000000000000004,0.19175788795878942
fixed::granite_guardian_3_1_2b,0.5,0.1891841779975278
fixed::granite_guardian_3_1_2b,0.52,0.19156268568033274
